idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
40,16/08/1983,Amapá,10945.2,Ensino Superior,0,Casado,Indústria
40,15/06/1983,Mato Grosso,5365.24,Ensino Médio,1,Casado,Indústria
24,30/09/1999,Mato Grosso,7929.46,Pós-graduação,0,Casado,Tecnologia
47,28/03/1977,Paraíba,5934.52,Ensino Médio,1,Solteiro,Tecnologia
34,15/01/1990,Paraná,6173.07,Ensino Médio,3,Solteiro,Tecnologia
35,16/10/1988,São Paulo,3629.05,Ensino Médio,0,Casado,Indústria
22,13/11/2001,Minas Gerais,5529.06,Ensino Médio,0,Casado,Educação
35,22/01/1989,Goiás,7708.27,Ensino Médio,3,Viúvo,Indústria
26,05/12/1997,Minas Gerais,8171.08,Ensino Médio,0,Solteiro,Saúde
38,20/04/1985,Mato Grosso,6121.17,Ensino Médio,0,Solteiro,Comércio
38,08/07/1985,Sergipe,6667.89,Ensino Médio,0,Casado,Tecnologia
59,19/07/1964,Amapá,5741.7,Ensino Médio,0,Casado,Indústria
26,21/04/1997,Piauí,2538.18,Ensino Médio,1,Solteiro,Educação
58,05/03/1966,Acre,7751.69,Ensino Médio,2,Solteiro,Comércio
18,14/10/2005,Ceará,9394.05,Pós-graduação,2,Solteiro,Indústria
21,13/09/2002,São Paulo,5143.45,Ensino Médio,3,Casado,Tecnologia
35,10/11/1988,São Paulo,3986.84,Ensino Médio,0,Casado,Indústria
56,09/05/1967,Pernambuco,5851.44,Ensino Fundamental,4,Casado,Tecnologia
27,26/07/1996,Amazonas,7612.51,Ensino Médio,1,Casado,Indústria
22,20/11/2001,Espírito Santo,4963.6,Ensino Médio,3,Solteiro,Educação
41,01/11/1982,Rio de Janeiro,13108.82,Ensino Médio,3,Solteiro,Tecnologia
61,23/12/1962,Rondônia,10805.13,Ensino Superior,0,Solteiro,Tecnologia
26,08/06/1997,Amazonas,8975.95,Ensino Superior,1,Casado,Educação
62,27/10/1961,Paraíba,15256.4,Ensino Superior,1,Casado,Tecnologia
49,25/06/1974,Santa Catarina,5577.7,Ensino Médio,0,Casado,Educação
36,11/03/1988,Rio Grande do Sul,2158.83,Ensino Fundamental,1,Casado,Indústria
28,21/08/1995,Roraima,4929.15,Ensino Médio,3,Casado,Saúde
44,26/07/1979,Amapá,10865.23,Ensino Médio,0,Solteiro,Tecnologia
81,17/02/1943,Amazonas,2795.02,Ensino Fundamental,1,Casado,Educação
49,14/06/1974,Tocantins,4253.42,Ensino Médio,0,Casado,Saúde
35,29/07/1988,Ceará,5541.05,Ensino Médio,2,Casado,Comércio
34,27/04/1989,São Paulo,9013.59,Ensino Médio,0,Solteiro,Tecnologia
23,11/11/2000,Amazonas,5243.9,Ensino Fundamental,3,Casado,Tecnologia
22,27/06/2001,Distrito Federal,4247.68,Ensino Fundamental,2,Solteiro,Tecnologia
34,19/03/1990,Mato Grosso,9027.22,Ensino Médio,0,Casado,Tecnologia
34,12/02/1990,Distrito Federal,2263.95,Ensino Fundamental,2,Casado,Saúde
39,14/11/1984,Amapá,11396.55,Ensino Superior,3,Solteiro,Saúde
51,09/12/1972,Sergipe,10546.22,Pós-graduação,1,Casado,Tecnologia
57,14/11/1966,Distrito Federal,11502.21,Ensino Superior,0,Solteiro,Saúde
28,27/06/1995,Roraima,8373.83,Ensino Superior,1,Casado,Tecnologia
34,04/08/1989,Mato Grosso do Sul,8556.23,Ensino Superior,3,Divorciado,Educação
57,29/04/1966,São Paulo,5821.9,Ensino Médio,1,Solteiro,Comércio
40,21/10/1983,São Paulo,4911.06,Ensino Fundamental,2,Casado,Tecnologia
28,03/01/1996,Pará,5200.59,Ensino Superior,1,Solteiro,Tecnologia
33,13/11/1990,Rio Grande do Norte,1909.87,Ensino Fundamental,1,Casado,Indústria
51,01/11/1972,Bahia,12032.4,Ensino Superior,3,Divorciado,Educação
55,11/04/1969,Santa Catarina,4345.52,Ensino Fundamental,1,Casado,Indústria
57,21/11/1966,Alagoas,5624.26,Ensino Fundamental,1,Solteiro,Comércio
60,24/10/1963,Goiás,13972.54,Pós-graduação,1,Casado,Saúde
40,05/02/1984,Paraíba,12067.76,Ensino Superior,1,Casado,Comércio
70,24/07/1953,Rondônia,8024.98,Ensino Médio,1,Solteiro,Saúde
28,30/11/1995,Pará,5773.28,Ensino Médio,1,Casado,Educação
28,14/01/1996,Espírito Santo,8734.81,Pós-graduação,1,Casado,Educação
41,19/05/1982,Paraná,5802.58,Ensino Fundamental,1,Casado,Comércio
28,14/06/1995,Maranhão,8064.11,Ensino Superior,1,Solteiro,Comércio
45,20/05/1978,Distrito Federal,3604.99,Ensino Fundamental,0,Solteiro,Tecnologia
18,21/12/2005,Distrito Federal,7790.39,Ensino Médio,0,Casado,Tecnologia
63,30/05/1960,Tocantins,6921.87,Ensino Médio,4,Solteiro,Comércio
26,10/01/1998,Distrito Federal,7062.03,Ensino Médio,2,Casado,Indústria
42,17/07/1981,Sergipe,7399.36,Ensino Médio,0,Solteiro,Tecnologia
26,25/05/1997,Goiás,3625.79,Ensino Fundamental,2,Solteiro,Saúde
18,31/05/2005,Paraíba,2487.92,Ensino Médio,0,Solteiro,Saúde
19,01/10/2004,Roraima,4282.91,Ensino Superior,0,Casado,Saúde
37,25/11/1986,Ceará,9706.62,Ensino Médio,1,Solteiro,Indústria
24,30/03/2000,Tocantins,4005.46,Ensino Superior,0,Solteiro,Indústria
32,23/03/1992,Mato Grosso do Sul,7459.65,Ensino Médio,0,Casado,Saúde
56,04/04/1968,Paraíba,4288.02,Ensino Médio,2,Solteiro,Comércio
36,20/01/1988,Rio de Janeiro,6224.77,Ensino Médio,1,Solteiro,Saúde
20,06/09/2003,São Paulo,4269.73,Ensino Médio,2,Casado,Indústria
44,09/06/1979,Pernambuco,4867.97,Ensino Médio,0,Solteiro,Indústria
30,11/02/1994,Rondônia,5611.01,Ensino Médio,1,Casado,Comércio
23,09/04/2001,Acre,2717.8,Ensino Médio,0,Casado,Comércio
65,24/05/1958,Mato Grosso,11691.68,Ensino Médio,2,Casado,Comércio
19,08/12/2004,Acre,4745.58,Ensino Superior,2,Casado,Indústria
19,03/06/2004,Rio de Janeiro,3677.43,Ensino Médio,0,Casado,Indústria
27,17/11/1996,Goiás,10379.49,Ensino Superior,2,Solteiro,Tecnologia
40,29/04/1983,Amazonas,3552.44,Ensino Médio,1,Casado,Saúde
47,16/02/1977,Amazonas,4747.72,Ensino Fundamental,1,Divorciado,Saúde
65,04/02/1959,Tocantins,12575.28,Ensino Médio,0,Casado,Indústria
43,06/08/1980,Pará,10619.97,Pós-graduação,1,Divorciado,Saúde
33,15/05/1990,Tocantins,6893.44,Ensino Superior,1,Casado,Educação
57,27/04/1966,Maranhão,14868.64,Ensino Médio,1,Solteiro,Saúde
49,02/12/1974,Mato Grosso do Sul,4656.49,Ensino Fundamental,0,Casado,Tecnologia
49,11/11/1974,Rondônia,9742.21,Ensino Médio,2,Solteiro,Educação
49,22/11/1974,Distrito Federal,8072.64,Ensino Médio,0,Casado,Saúde
37,11/08/1986,Rio Grande do Sul,3805.49,Ensino Médio,3,Solteiro,Indústria
61,06/04/1963,Santa Catarina,6802.09,Ensino Superior,0,Divorciado,Comércio
50,20/09/1973,Rio de Janeiro,6101.57,Ensino Fundamental,2,Solteiro,Comércio
59,03/10/1964,Sergipe,3751.86,Ensino Médio,0,Casado,Indústria
45,11/01/1979,São Paulo,5253.47,Ensino Médio,4,Casado,Educação
21,13/02/2003,Mato Grosso do Sul,4675.78,Ensino Médio,0,Casado,Indústria
51,02/03/1973,Pernambuco,5494.56,Ensino Médio,0,Divorciado,Educação
59,23/04/1964,Rio Grande do Sul,3193.94,Ensino Fundamental,1,Solteiro,Educação
34,24/11/1989,Sergipe,6653.54,Ensino Médio,3,Solteiro,Educação
34,29/11/1989,Sergipe,3520.94,Ensino Fundamental,3,Casado,Saúde
51,18/04/1972,Ceará,9446.1,Ensino Médio,1,Divorciado,Saúde
19,16/04/2004,Maranhão,6409.05,Ensino Superior,3,Solteiro,Saúde
65,30/09/1958,Santa Catarina,7000.88,Ensino Médio,2,Solteiro,Tecnologia
41,09/09/1982,Espírito Santo,6861.43,Ensino Médio,1,Casado,Indústria
22,26/12/2001,Minas Gerais,2677.24,Ensino Médio,0,Viúvo,Comércio
22,05/05/2001,Maranhão,8353.51,Ensino Superior,1,Casado,Comércio
19,02/02/2005,Maranhão,5209.83,Ensino Médio,0,Casado,Educação
41,01/07/1982,Amapá,4280.43,Ensino Médio,0,Casado,Tecnologia
32,03/10/1991,Ceará,3165.64,Ensino Médio,0,Casado,Indústria
40,25/05/1983,Bahia,4113.05,Ensino Médio,1,Divorciado,Saúde
22,27/12/2001,Mato Grosso do Sul,2433.23,Ensino Fundamental,3,Casado,Saúde
51,23/02/1973,Minas Gerais,16102.11,Ensino Superior,2,Casado,Comércio
31,22/02/1993,Maranhão,5305.88,Ensino Médio,3,Divorciado,Tecnologia
18,12/08/2005,Mato Grosso,5388.44,Ensino Médio,1,Casado,Indústria
35,07/06/1988,Santa Catarina,5067.14,Ensino Fundamental,1,Casado,Indústria
85,08/04/1939,Amazonas,6522.37,Ensino Superior,0,Casado,Saúde
43,29/06/1980,Acre,4106.04,Ensino Médio,0,Solteiro,Indústria
40,18/09/1983,Ceará,4105.32,Ensino Fundamental,0,Casado,Indústria
47,28/11/1976,Piauí,5801.57,Ensino Médio,0,Solteiro,Educação
63,13/11/1960,Goiás,12236.58,Ensino Médio,1,Divorciado,Educação
31,10/03/1993,Goiás,4506.22,Ensino Médio,1,Casado,Educação
57,09/02/1967,Ceará,12597.38,Ensino Médio,0,Casado,Tecnologia
36,06/06/1987,Maranhão,12979.72,Pós-graduação,1,Solteiro,Comércio
53,22/08/1970,Piauí,5960.39,Ensino Médio,0,Casado,Indústria
57,05/09/1966,Alagoas,11203.83,Ensino Médio,0,Solteiro,Comércio
41,23/07/1982,Bahia,3440.18,Ensino Médio,1,Solteiro,Indústria
27,23/04/1996,Sergipe,6854.84,Ensino Superior,0,Casado,Saúde
53,08/06/1970,Piauí,4615.01,Ensino Médio,2,Solteiro,Comércio
36,01/06/1987,Espírito Santo,5023.47,Ensino Superior,1,Casado,Saúde
18,13/10/2005,Maranhão,3173.81,Ensino Médio,0,Solteiro,Indústria
50,16/01/1974,Santa Catarina,3880.21,Ensino Fundamental,1,Casado,Indústria
22,04/11/2001,Amapá,5912.7,Ensino Superior,1,Casado,Educação
22,05/01/2002,Pernambuco,3562.13,Ensino Fundamental,0,Solteiro,Comércio
56,13/12/1967,Santa Catarina,7893.15,Ensino Médio,4,Solteiro,Saúde
47,11/02/1977,Tocantins,6313.87,Ensino Médio,2,Divorciado,Indústria
25,12/11/1998,Goiás,4847.99,Ensino Médio,0,Casado,Saúde
28,12/09/1995,Rio Grande do Norte,4647.22,Ensino Médio,3,Solteiro,Educação
36,06/06/1987,Piauí,7546.14,Pós-graduação,0,Casado,Indústria
18,07/03/2006,Minas Gerais,6072.38,Ensino Superior,3,Divorciado,Saúde
25,13/04/1998,Goiás,3353.07,Ensino Médio,1,Solteiro,Comércio
64,03/03/1960,Roraima,8919.45,Ensino Médio,1,Casado,Tecnologia
21,22/06/2002,Rio Grande do Sul,3180.05,Ensino Médio,0,Casado,Comércio
55,27/02/1969,Piauí,19376.45,Pós-graduação,0,Casado,Tecnologia
26,30/12/1997,Acre,4092.38,Ensino Médio,0,Casado,Educação
53,15/06/1970,Bahia,4929.13,Ensino Fundamental,0,Solteiro,Saúde
18,20/07/2005,Sergipe,3289.94,Ensino Fundamental,0,Casado,Educação
63,10/08/1960,Mato Grosso do Sul,11039.47,Ensino Médio,3,Casado,Comércio
45,09/11/1978,Pará,7665.59,Ensino Superior,0,Casado,Indústria
38,27/07/1985,Mato Grosso do Sul,7146.25,Ensino Médio,0,Casado,Indústria
28,24/02/1996,Amazonas,4284.46,Ensino Fundamental,3,Solteiro,Saúde
61,08/07/1962,Rio de Janeiro,7404.26,Ensino Fundamental,3,Solteiro,Tecnologia
27,24/07/1996,Tocantins,2829.79,Ensino Fundamental,1,Solteiro,Educação
35,03/01/1989,Sergipe,5507.68,Ensino Fundamental,1,Divorciado,Saúde
49,05/01/1975,Ceará,11211.49,Ensino Médio,1,Casado,Tecnologia
32,01/11/1991,Minas Gerais,4116.22,Ensino Médio,3,Divorciado,Saúde
56,03/05/1967,Espírito Santo,7928.39,Ensino Médio,1,Casado,Tecnologia
54,21/09/1969,Rio Grande do Sul,13475.78,Ensino Médio,1,Solteiro,Tecnologia
50,21/12/1973,Amapá,7396.89,Ensino Superior,0,Casado,Indústria
50,18/02/1974,Rio Grande do Norte,7329.29,Ensino Médio,0,Solteiro,Educação
36,23/02/1988,Rio de Janeiro,10149.08,Pós-graduação,3,Casado,Educação
60,16/08/1963,Sergipe,9254.55,Ensino Médio,1,Solteiro,Comércio
18,31/07/2005,Alagoas,4053.34,Ensino Fundamental,0,Solteiro,Saúde
21,18/10/2002,Rio de Janeiro,4437.11,Ensino Médio,1,Casado,Saúde
60,18/02/1964,Sergipe,3264.16,Ensino Médio,2,Casado,Educação
34,23/08/1989,Paraíba,5931.67,Ensino Médio,1,Casado,Educação
28,05/07/1995,Tocantins,9335.66,Ensino Superior,1,Casado,Comércio
25,20/06/1998,Roraima,5843.58,Ensino Médio,0,Solteiro,Educação
52,18/08/1971,Goiás,9350.78,Ensino Médio,3,Casado,Educação
45,17/06/1978,Pernambuco,10705.61,Ensino Superior,1,Casado,Comércio
19,23/02/2005,Roraima,5433.65,Pós-graduação,0,Solteiro,Indústria
25,13/11/1998,Rondônia,3063.97,Ensino Médio,1,Viúvo,Indústria
21,03/06/2002,São Paulo,4109.44,Ensino Médio,1,Casado,Educação
29,29/10/1994,Amazonas,9800.89,Ensino Superior,1,Divorciado,Comércio
26,31/08/1997,Espírito Santo,7185.13,Ensino Superior,0,Solteiro,Tecnologia
56,01/03/1968,Amapá,6658.06,Ensino Médio,0,Casado,Tecnologia
38,27/12/1985,Rio Grande do Norte,6798.1,Ensino Médio,2,Solteiro,Educação
39,16/09/1984,Pará,3016.69,Ensino Médio,2,Casado,Educação
49,09/10/1974,Roraima,4278.79,Ensino Fundamental,1,Divorciado,Indústria
47,13/04/1976,Maranhão,13494.08,Ensino Superior,1,Casado,Tecnologia
48,21/07/1975,Santa Catarina,5927.71,Ensino Médio,1,Casado,Educação
19,13/04/2004,Acre,5780.82,Ensino Superior,3,Casado,Comércio
24,07/07/1999,Pernambuco,6610.51,Pós-graduação,2,Solteiro,Comércio
25,29/01/1999,Santa Catarina,4038.23,Ensino Médio,2,Solteiro,Saúde
30,09/12/1993,Pernambuco,2587.13,Ensino Fundamental,3,Divorciado,Indústria
36,26/07/1987,Tocantins,10128.51,Ensino Superior,0,Solteiro,Indústria
19,20/01/2005,Acre,2637.98,Ensino Médio,0,Casado,Comércio
41,01/08/1982,Espírito Santo,8163.69,Ensino Médio,0,Casado,Educação
62,06/11/1961,Rio Grande do Sul,8904.81,Ensino Superior,0,Solteiro,Comércio
62,27/06/1961,Rondônia,13623.27,Ensino Médio,0,Solteiro,Saúde
38,21/08/1985,Ceará,7226.6,Ensino Superior,0,Casado,Educação
18,09/12/2005,Piauí,4671.19,Ensino Médio,1,Casado,Comércio
40,22/02/1984,Alagoas,3570.03,Ensino Médio,0,Solteiro,Educação
33,28/06/1990,Rondônia,11799.05,Ensino Superior,1,Viúvo,Saúde
58,23/10/1965,Mato Grosso do Sul,3893.21,Ensino Médio,0,Casado,Indústria
44,13/09/1979,Pará,2736.04,Ensino Fundamental,2,Solteiro,Indústria
26,03/07/1997,Rio Grande do Norte,5719.53,Ensino Superior,1,Solteiro,Saúde
31,14/01/1993,Bahia,6674.33,Ensino Médio,2,Casado,Educação
38,11/06/1985,Santa Catarina,9092.15,Ensino Médio,2,Casado,Saúde
27,02/06/1996,Mato Grosso do Sul,9322.1,Ensino Superior,1,Solteiro,Indústria
26,12/07/1997,Rio Grande do Norte,5393.24,Ensino Médio,0,Casado,Indústria
21,13/05/2002,Santa Catarina,3920.8,Ensino Médio,0,Solteiro,Educação
38,31/10/1985,Bahia,5173.09,Ensino Superior,0,Casado,Indústria
23,12/05/2000,Distrito Federal,7653.07,Ensino Médio,3,Solteiro,Tecnologia
57,10/04/1967,Pará,11052.02,Ensino Médio,0,Casado,Tecnologia
30,22/06/1993,Pará,7891.22,Ensino Médio,1,Solteiro,Indústria
33,31/05/1990,Paraíba,8806.17,Ensino Médio,0,Solteiro,Tecnologia
24,19/09/1999,Rio Grande do Sul,4605.64,Ensino Superior,0,Casado,Saúde
39,10/03/1985,Espírito Santo,7526.52,Ensino Médio,1,Casado,Comércio
83,28/04/1940,Distrito Federal,4444.77,Ensino Médio,0,Solteiro,Indústria
24,16/08/1999,Paraná,7270.43,Ensino Superior,1,Casado,Tecnologia
64,19/08/1959,Paraná,4333.87,Ensino Fundamental,1,Solteiro,Comércio
39,04/11/1984,Maranhão,6879.15,Ensino Médio,1,Casado,Tecnologia
26,11/12/1997,Paraíba,4980.9,Ensino Superior,0,Casado,Indústria
43,27/08/1980,Paraíba,6938.51,Ensino Superior,0,Casado,Comércio
47,04/03/1977,Amazonas,7670.19,Ensino Médio,1,Solteiro,Educação
19,03/02/2005,Roraima,7402.86,Ensino Superior,3,Casado,Comércio
38,08/06/1985,Piauí,3518.99,Ensino Médio,2,Casado,Educação
45,31/08/1978,Piauí,12260.37,Ensino Médio,0,Solteiro,Tecnologia
28,02/02/1996,Roraima,6227.27,Ensino Superior,0,Casado,Tecnologia
26,18/04/1997,Paraíba,2809.06,Ensino Médio,0,Casado,Saúde
47,07/11/1976,Goiás,4704.76,Ensino Fundamental,5,Casado,Indústria
20,26/05/2003,Amazonas,8233.8,Ensino Superior,0,Casado,Indústria
31,05/11/1992,Rio Grande do Norte,7840.57,Ensino Médio,4,Solteiro,Saúde
30,04/07/1993,Piauí,8850.28,Ensino Médio,1,Casado,Indústria
33,04/06/1990,Rio Grande do Sul,6108.62,Ensino Médio,2,Casado,Tecnologia
24,19/06/1999,Ceará,4339.39,Ensino Médio,3,Casado,Educação
28,15/07/1995,Alagoas,4888.37,Ensino Médio,1,Casado,Indústria
53,25/11/1970,Acre,10229.19,Ensino Médio,1,Casado,Saúde
58,23/10/1965,Rondônia,10785.13,Ensino Superior,3,Casado,Indústria
56,10/02/1968,Paraíba,13196.66,Ensino Médio,2,Solteiro,Saúde
26,14/04/1997,Sergipe,7085.09,Ensino Médio,1,Casado,Tecnologia
21,22/06/2002,Maranhão,3541.28,Ensino Médio,0,Divorciado,Educação
21,07/09/2002,Rio Grande do Sul,3206.67,Ensino Médio,0,Divorciado,Comércio
36,05/03/1988,Piauí,5640.01,Ensino Médio,0,Casado,Educação
88,16/05/1935,Paraíba,4153.43,Ensino Médio,2,Casado,Educação
27,17/08/1996,Rio de Janeiro,5314.56,Pós-graduação,3,Solteiro,Educação
60,13/04/1963,Goiás,9251.99,Ensino Superior,0,Divorciado,Educação
20,29/03/2004,Pará,5011.15,Ensino Médio,1,Divorciado,Educação
57,11/10/1966,Piauí,2268.99,Ensino Fundamental,0,Casado,Indústria
37,18/05/1986,Maranhão,11934.9,Ensino Superior,1,Solteiro,Saúde
20,12/02/2004,Mato Grosso,7013.49,Ensino Médio,0,Casado,Saúde
22,19/09/2001,Acre,5828.59,Ensino Médio,0,Casado,Saúde
23,04/06/2000,Amapá,7998.11,Ensino Médio,1,Solteiro,Tecnologia
27,16/02/1997,Espírito Santo,3198.85,Ensino Médio,2,Viúvo,Educação
27,16/08/1996,Paraíba,5790.96,Ensino Médio,0,Casado,Saúde
21,31/05/2002,Rio Grande do Sul,6460.48,Ensino Médio,0,Casado,Saúde
48,24/11/1975,Tocantins,9247.37,Ensino Médio,1,Casado,Tecnologia
33,14/07/1990,Rio de Janeiro,8614.97,Ensino Superior,1,Casado,Tecnologia
29,25/02/1995,Pernambuco,4712.63,Ensino Médio,4,Solteiro,Educação
45,08/05/1978,Sergipe,5839.54,Ensino Médio,2,Casado,Indústria
25,21/12/1998,Ceará,5902.69,Ensino Médio,1,Solteiro,Saúde
25,17/02/1999,Rondônia,10524.75,Pós-graduação,1,Casado,Educação
59,10/06/1964,Sergipe,5487.74,Ensino Fundamental,0,Solteiro,Indústria
20,15/04/2003,Mato Grosso,1554.96,Ensino Fundamental,1,Casado,Educação
48,10/09/1975,Acre,3027.64,Ensino Médio,0,Casado,Educação
54,20/06/1969,Amapá,5067.61,Ensino Médio,2,Casado,Comércio
48,12/02/1976,Espírito Santo,10777.26,Ensino Superior,0,Casado,Tecnologia
49,24/06/1974,Ceará,8712.65,Ensino Médio,0,Casado,Tecnologia
27,05/02/1997,Alagoas,3815.78,Ensino Fundamental,0,Casado,Comércio
46,27/03/1978,Rio Grande do Sul,8210.78,Ensino Médio,1,Casado,Tecnologia
45,08/03/1979,São Paulo,10628.47,Ensino Médio,1,Divorciado,Saúde
87,12/10/1936,Distrito Federal,4274.69,Ensino Médio,3,Solteiro,Indústria
79,15/07/1944,Tocantins,8734.09,Ensino Médio,2,Casado,Saúde
35,15/05/1988,Pernambuco,7233.16,Ensino Médio,1,Casado,Educação
19,09/06/2004,Paraíba,3964.75,Ensino Médio,1,Solteiro,Educação
26,09/11/1997,Rio Grande do Sul,4405.22,Ensino Médio,1,Solteiro,Indústria
46,11/10/1977,Tocantins,6254.28,Ensino Médio,0,Solteiro,Comércio
20,26/05/2003,Amapá,6386.3,Ensino Médio,2,Casado,Saúde
44,31/07/1979,Goiás,7606.54,Ensino Médio,1,Casado,Educação
40,12/11/1983,Sergipe,6368.2,Ensino Médio,0,Casado,Educação
38,24/03/1986,Bahia,10759.73,Ensino Superior,1,Casado,Comércio
27,01/02/1997,Espírito Santo,6075.29,Ensino Médio,2,Casado,Comércio
31,13/02/1993,Piauí,10678.52,Ensino Superior,1,Solteiro,Saúde
85,04/11/1938,São Paulo,6123.1,Ensino Superior,0,Casado,Indústria
25,27/02/1999,Rondônia,5675.76,Ensino Superior,0,Casado,Saúde
37,09/04/1987,Minas Gerais,4766.42,Ensino Superior,0,Casado,Comércio
58,24/08/1965,Amapá,9008.09,Ensino Médio,0,Solteiro,Comércio
61,20/03/1963,Goiás,23332.12,Ensino Superior,3,Casado,Tecnologia
26,27/02/1998,Ceará,5074.97,Ensino Médio,2,Casado,Indústria
40,18/04/1983,Amazonas,5534.45,Ensino Fundamental,0,Casado,Indústria
77,24/02/1947,Rio Grande do Norte,5282.87,Ensino Médio,0,Casado,Indústria
50,16/03/1974,Pernambuco,6630.85,Ensino Superior,0,Casado,Educação
73,30/11/1950,Paraíba,3767.82,Ensino Superior,1,Casado,Educação
49,13/08/1974,Rio de Janeiro,7125.04,Ensino Superior,1,Casado,Educação
47,22/06/1976,Tocantins,6678.4,Ensino Médio,1,Casado,Educação
46,10/08/1977,Pará,18862.6,Pós-graduação,1,Casado,Indústria
62,08/12/1961,Santa Catarina,7038.15,Ensino Médio,3,Casado,Indústria
44,27/06/1979,Sergipe,15467.37,Pós-graduação,0,Casado,Tecnologia
37,25/12/1986,Rio de Janeiro,4462.65,Ensino Superior,0,Solteiro,Educação
49,27/06/1974,Mato Grosso,3907.82,Ensino Fundamental,0,Casado,Saúde
27,28/11/1996,Sergipe,3788.77,Ensino Médio,1,Casado,Comércio
30,28/09/1993,Acre,3938.46,Ensino Fundamental,1,Divorciado,Indústria
36,27/07/1987,Goiás,3628.61,Ensino Fundamental,2,Solteiro,Tecnologia
41,01/12/1982,São Paulo,8700.92,Ensino Médio,0,Casado,Tecnologia
63,16/05/1960,Bahia,13953.1,Ensino Superior,0,Solteiro,Indústria
35,08/02/1989,Rio Grande do Norte,5194.69,Ensino Superior,3,Solteiro,Educação
45,22/05/1978,Espírito Santo,7310.48,Ensino Médio,2,Casado,Comércio
30,10/04/1994,Santa Catarina,3219.52,Ensino Médio,1,Divorciado,Comércio
87,12/07/1936,Rio Grande do Norte,6311.22,Ensino Médio,0,Casado,Indústria
60,22/09/1963,Paraíba,9206.88,Ensino Médio,1,Casado,Educação
27,08/07/1996,Mato Grosso,6825.38,Ensino Médio,2,Solteiro,Comércio
21,02/10/2002,Alagoas,2647.76,Ensino Fundamental,3,Divorciado,Saúde
56,16/11/1967,Mato Grosso,4530.72,Ensino Médio,1,Solteiro,Educação
26,31/10/1997,Rondônia,7772.04,Ensino Médio,1,Casado,Indústria
56,09/06/1967,Bahia,10666.39,Ensino Médio,1,Solteiro,Comércio
40,18/12/1983,Piauí,8374.63,Ensino Médio,0,Divorciado,Saúde
58,15/09/1965,Amapá,10930.24,Ensino Superior,1,Casado,Tecnologia
34,16/04/1989,Alagoas,11572.03,Ensino Médio,0,Solteiro,Tecnologia
64,30/05/1959,Espírito Santo,6096.73,Ensino Fundamental,1,Casado,Indústria
48,16/05/1975,Bahia,8699.34,Ensino Médio,1,Casado,Indústria
22,09/03/2002,Ceará,3095.41,Ensino Médio,0,Viúvo,Indústria
35,21/01/1989,Piauí,10922.81,Ensino Superior,0,Casado,Saúde
46,05/09/1977,Amapá,9336.16,Ensino Médio,2,Casado,Tecnologia
61,01/03/1963,Roraima,4179.28,Ensino Fundamental,0,Casado,Comércio
48,04/12/1975,Paraíba,6513.66,Ensino Médio,2,Casado,Indústria
21,16/08/2002,Rio Grande do Sul,8291.86,Pós-graduação,0,Casado,Tecnologia
73,08/10/1950,Roraima,4822.26,Ensino Fundamental,3,Solteiro,Saúde
28,09/07/1995,Paraná,4409.17,Ensino Médio,0,Casado,Educação
51,15/09/1972,Ceará,8380.93,Ensino Médio,1,Casado,Saúde
25,07/11/1998,Alagoas,5428.83,Ensino Médio,0,Casado,Indústria
48,10/01/1976,Maranhão,10583.77,Ensino Médio,1,Casado,Indústria
24,10/05/1999,Bahia,5322.95,Ensino Médio,0,Casado,Saúde
21,27/01/2003,Amapá,7970.16,Pós-graduação,1,Casado,Saúde
26,17/05/1997,Bahia,2654.45,Ensino Fundamental,0,Solteiro,Indústria
26,18/05/1997,Acre,8384.18,Pós-graduação,0,Casado,Saúde
21,10/09/2002,Pará,3548.84,Ensino Superior,3,Divorciado,Indústria
60,11/10/1963,Acre,3590.0,Ensino Fundamental,0,Casado,Indústria
28,29/08/1995,São Paulo,6127.74,Ensino Médio,0,Casado,Comércio
63,04/01/1961,Pernambuco,8245.33,Ensino Médio,0,Casado,Indústria
42,19/02/1982,Roraima,5187.98,Ensino Superior,0,Casado,Comércio
19,18/02/2005,Pernambuco,2530.23,Ensino Médio,2,Casado,Indústria
50,10/11/1973,Paraná,7288.74,Ensino Fundamental,0,Casado,Tecnologia
42,04/09/1981,Tocantins,4022.84,Ensino Fundamental,0,Solteiro,Educação
18,27/02/2006,Mato Grosso,3109.97,Ensino Médio,3,Casado,Educação
71,20/10/1952,Piauí,1956.29,Ensino Fundamental,2,Casado,Indústria
25,20/02/1999,Pará,4780.77,Ensino Superior,0,Casado,Tecnologia
28,08/12/1995,Mato Grosso,3673.62,Ensino Fundamental,2,Casado,Tecnologia
22,12/05/2001,São Paulo,3662.07,Ensino Fundamental,1,Casado,Tecnologia
37,09/04/1987,Paraíba,4536.05,Ensino Médio,1,Solteiro,Saúde
59,29/08/1964,Rio Grande do Norte,5462.84,Ensino Médio,2,Solteiro,Educação
34,08/03/1990,Bahia,14365.67,Pós-graduação,0,Casado,Indústria
29,10/04/1995,Alagoas,2975.68,Ensino Médio,0,Solteiro,Indústria
48,03/07/1975,Ceará,12038.22,Ensino Superior,0,Casado,Tecnologia
77,20/11/1946,Piauí,5852.43,Ensino Médio,0,Casado,Comércio
32,28/07/1991,Mato Grosso do Sul,12043.77,Ensino Superior,0,Solteiro,Indústria
86,02/08/1937,Minas Gerais,21630.35,Ensino Médio,0,Casado,Tecnologia
